date,VND,demand,supply
2023-06-27,44.30,1063,1011
2023-06-26,44.30,1738,1614
2023-06-23,44.30,1674,3068
2023-06-22,43.95,1065,2228
2023-06-21,43.40,1452,1466
2023-06-20,43.50,1362,857
2023-06-19,43.30,1319,761
2023-06-16,43.70,1129,1825
2023-06-15,43.85,1355,1468
2023-06-14,44.00,1097,1883
2023-06-13,44.35,1270,2045
2023-12-06,43.65,2185,1054
2023-09-06,43.45,2086,1881
2023-08-06,43.70,2081,1186
2023-07-06,44.35,1343,1264
2023-06-06,44.80,1158,1094
2023-05-06,44.70,851,1784
2023-02-06,44.70,1421,1831
2023-01-06,43.90,905,1019
2023-05-31,44.00,1004,751
2023-05-30,43.80,1066,1255
2023-05-29,43.90,981,739
2023-05-26,43.40,1257,697
2023-05-25,43.75,1444,711
2023-05-24,43.50,1416,528
2023-05-23,43.85,1351,1010
2023-05-22,44.40,599,990
2023-05-19,44.40,850,843
2023-05-18,44.65,833,812
2023-05-17,44.80,1147,1054
2023-05-16,45.00,737,899
2023-05-15,44.90,639,1457
2023-12-05,45.00,819,773
2023-11-05,45.00,958,913
2023-10-05,45.00,1017,1336
2023-09-05,45.10,679,1577
2023-08-05,44.70,1163,1814
2023-05-05,43.45,691,499
2023-04-05,43.75,825,670
2023-04-28,43.50,667,645
2023-04-27,43.90,663,484
2023-04-26,44.10,1143,808
2023-04-25,43.55,796,938
2023-04-24,43.70,847,901
2023-04-21,44.20,672,793
2023-04-20,44.60,738,606
2023-04-19,44.40,1028,895
2023-04-18,44.60,1217,911
2023-04-17,45.00,871,1240
2023-04-14,44.45,982,1055
2023-04-13,44.95,1330,1373
2023-12-04,44.40,1869,1424
2023-11-04,44.40,2728,1179
2023-10-04,44.70,2717,1487
2023-07-04,45.65,1028,787
2023-06-04,46.00,1896,2286
2023-05-04,45.50,2205,963
2023-04-04,46.00,1424,820
2023-03-04,45.90,1976,1132
2023-03-31,46.20,757,1963
2023-03-30,46.20,826,1237
2023-03-29,46.20,846,786
2023-03-28,46.00,664,1341
2023-03-27,46.00,1331,890
2023-03-24,45.55,939,754
2023-03-23,45.90,1266,737
2023-03-22,46.10,689,863
2023-03-21,45.35,1322,582
2023-03-20,45.35,1715,817
2023-03-17,46.30,777,971
2023-03-16,46.25,1044,1177
2023-03-15,46.80,1184,1064
2023-03-14,45.05,2533,1146
2023-03-13,46.25,1642,1078
2023-10-03,47.15,1984,1095
2023-09-03,47.65,1277,1392
2023-08-03,48.00,2110,1458
2023-07-03,46.90,1466,1827
2023-06-03,45.80,1027,1614
2023-03-03,45.90,1036,1137
2023-02-03,46.40,879,1567
2023-01-03,45.65,1834,913
2023-02-28,44.10,569,587
2023-02-27,44.25,872,813
2023-02-24,44.60,891,881
2023-02-23,45.55,2031,1087
2023-02-22,45.00,1538,958
2023-02-21,46.25,1590,1384
2023-02-20,47.20,1167,2315
2023-02-17,45.80,1353,2091
2023-02-16,45.00,1012,1415
2023-02-15,44.00,1199,1084
2023-02-14,43.40,1240,1119
2023-02-13,44.40,1234,1268
2023-10-02,42.95,1249,1084
2023-09-02,44.00,1938,994
2023-08-02,44.50,1307,1722
2023-07-02,43.80,1737,1831
2023-06-02,45.00,1328,1485
2023-03-02,43.35,1109,1111
2023-02-02,43.15,2868,1462
2023-01-02,42.80,2384,2207
2023-01-31,45.10,2556,1284
2023-01-30,44.50,1830,1216
2023-01-27,44.55,1743,1713
2023-01-19,45.95,1241,1815
2023-01-18,45.10,1958,1931
2023-01-17,44.95,2251,2130
2023-01-16,44.70,3325,3741
2023-01-13,41.80,1392,2373
2023-12-01,41.45,1228,1396
2023-11-01,41.25,1356,2118
2023-10-01,41.30,1597,1689
2023-09-01,41.00,3198,1866
2023-06-01,41.65,3050,4260
2023-05-01,40.75,1589,1820
2023-04-01,40.80,2099,2956
2023-03-01,41.20,2234,1879
2022-12-30,38.60,2210,1962
2022-12-29,40.00,1815,2196
2022-12-28,41.90,2835,4300
2022-12-27,40.00,1301,1483
2022-12-26,38.80,1059,1223
2022-12-23,39.00,1431,1706
2022-12-22,39.00,1336,2127
2022-12-21,38.60,1754,2057
2022-12-20,38.50,2469,1376
